154,127,100,255
154,126,101,255
153,125,100,255
153,125,100,255
153,125,101,255
153,125,102,255
151,124,101,255
150,124,101,255
150,125,101,255
149,124,100,255
148,123,99,255
149,123,100,255
147,123,99,255
146,122,100,255
145,122,100,255
144,121,99,255
144,121,99,255
143,120,99,255
143,120,100,255
141,119,100,255
140,119,101,255
140,119,101,255
139,118,100,255
139,118,100,255
138,117,99,255
138,117,100,255
138,117,101,255
137,116,100,255
137,115,100,255
136,116,100,255
135,115,99,255
134,115,99,255
133,114,100,255
132,113,99,255
133,113,100,255
132,113,100,255
130,112,100,255
129,112,100,255
128,111,99,255
128,111,99,255
127,110,98,255
127,110,98,255
126,110,99,255
124,109,99,255
124,109,99,255
124,109,99,255
123,108,99,255
123,108,100,255
122,107,99,255
121,107,99,255
120,107,99,255
119,106,99,255
119,106,100,255
119,105,99,255
117,105,99,255
116,105,98,255
115,104,97,255
115,104,98,255
115,104,98,255
115,104,99,255
115,104,100,255
113,103,98,255
112,103,98,255
112,103,99,255
112,103,101,255
110,102,100,255
109,102,99,255
108,102,99,255
108,101,100,255
107,100,100,255
107,100,99,255
106,99,99,255
105,99,98,255
106,99,99,255
105,98,99,255
104,97,99,255
103,97,99,255
101,97,98,255
101,97,98,255
101,97,98,255
99,96,98,255
98,96,99,255
98,96,99,255
97,95,98,255
97,95,98,255
95,94,97,255
94,94,97,255
94,94,98,255
94,93,98,255
93,93,99,255
93,93,99,255
93,93,100,255
92,92,99,255
91,91,100,255
90,92,101,255
90,91,102,255
89,90,101,255
89,90,101,255
88,89,100,255
87,89,100,255
85,88,99,255
85,88,99,255
84,87,98,255
84,87,99,255
83,86,99,255
82,86,99,255
81,87,99,255
80,86,99,255
80,85,99,255
80,85,100,255
79,84,99,255
78,84,99,255
77,84,100,255
75,83,99,255
76,83,100,255
75,83,99,255
74,82,98,255
74,82,98,255
73,81,98,255
73,81,99,255
71,80,98,255
70,80,98,255
69,79,98,255
69,79,99,255
69,79,99,255
69,79,99,255
68,78,98,255
66,78,98,255
66,78,99,255
65,77,99,255
65,77,99,255
64,76,98,255
63,75,98,255
63,76,98,255
62,76,98,255
61,75,98,255
61,74,98,255
60,73,97,255
59,73,98,255
57,72,97,255
57,72,98,255
56,71,97,255
56,71,97,255
56,71,98,255
55,70,98,255
54,70,98,255
54,70,98,255
53,69,97,255
52,69,97,255
51,69,98,255
51,69,98,255
50,68,98,255
49,68,98,255
47,67,97,255
47,67,97,255
47,67,97,255
46,66,97,255
46,66,98,255
46,66,98,255
45,65,97,255
44,65,97,255
43,65,97,255
43,65,97,255
43,65,97,255
44,66,98,255
44,67,98,255
44,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
43,67,98,255
42,67,98,255
41,67,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,98,255
41,68,97,255
41,68,96,255
41,68,96,255
41,68,96,255
40,68,96,255
39,68,96,255
39,68,96,255
39,68,96,255
39,68,96,255
39,68,96,255
39,68,96,255
39,68,96,255
40,69,97,255
40,70,96,255
40,70,95,255
40,70,95,255
40,70,95,255
39,70,95,255
39,70,95,255
38,70,95,255
38,70,95,255
38,70,95,255
38,70,95,255
38,70,95,255
38,70,95,255
39,71,95,255
40,71,96,255
39,71,96,255
39,72,95,255
39,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,72,94,255
38,73,94,255
39,73,95,255
39,73,95,255
39,73,95,255
39,73,95,255
39,73,95,255
39,73,94,255
39,74,93,255
39,74,93,255
39,74,93,255
39,74,93,255
39,74,93,255
38,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
37,74,93,255
36,74,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
35,75,93,255
34,76,94,255
35,77,95,255
36,77,95,255
36,77,95,255
36,78,94,255
36,78,93,255
36,78,93,255
36,78,93,255
35,78,93,255
34,78,93,255
34,78,93,255
34,78,93,255
34,78,93,255
34,78,93,255
34,78,93,255
34,78,93,255
33,78,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,79,93,255
32,80,93,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
32,81,92,255
31,81,92,255
30,81,92,255
30,81,92,255
30,82,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
31,83,91,255
30,83,91,255
29,83,91,255
29,83,90,255
29,83,89,255
29,83,89,255
29,83,89,255
29,83,89,255
29,83,89,255
29,83,89,255
29,83,89,255
29,84,89,255
30,85,90,255
30,85,90,255
29,85,90,255
29,85,90,255
29,85,90,255
29,85,90,255
29,85,90,255
29,85,90,255
29,85,89,255
29,85,88,255
29,85,88,255
29,85,88,255
29,85,88,255
29,85,88,255
28,85,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
27,86,88,255
26,86,88,255
25,86,88,255
25,86,88,255
26,87,89,255
26,88,89,255
26,88,88,255
26,88,87,255
26,88,87,255
27,88,88,255
27,89,88,255
27,89,88,255
27,89,88,255
27,89,88,255
27,89,88,255
27,89,88,255
27,89,88,255
27,89,88,255
26,89,87,255
26,90,86,255
25,89,87,255
25,89,88,255
25,89,88,255
25,89,88,255
25,89,88,255
25,89,88,255
25,89,88,255
25,89,87,255
25,90,86,255
25,90,86,255
25,90,86,255
25,90,86,255
25,90,86,255
25,90,86,255
25,90,86,255
25,90,86,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
25,91,87,255
24,91,87,255
24,92,87,255
23,92,87,255
23,92,87,255
23,92,87,255
23,92,86,255
23,92,85,255
23,92,85,255
23,92,85,255
23,92,85,255
23,92,85,255
23,92,85,255
23,92,85,255
24,93,86,255
24,93,86,255
24,93,86,255
23,94,86,255
22,94,86,255
22,94,86,255
22,94,86,255
22,94,86,255
22,94,86,255
22,94,85,255
22,94,84,255
23,94,85,255
24,95,86,255
24,95,86,255
24,95,86,255
24,95,86,255
24,95,86,255
23,95,86,255
22,96,86,255
22,96,86,255
22,96,86,255
22,96,86,255
22,96,86,255
22,96,85,255
22,96,84,255
22,96,83,255
22,96,83,255
22,96,83,255
22,96,83,255
21,96,83,255
21,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
20,96,83,255
21,97,84,255
21,98,84,255
20,98,83,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
19,98,82,255
18,99,82,255
18,99,82,255
19,100,84,255
19,100,84,255
18,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,100,84,255
17,101,84,255
16,101,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
16,102,83,255
15,103,83,255
15,103,82,255
15,103,81,255
15,103,81,255
16,104,82,255
16,104,82,255
16,104,82,255
16,104,82,255
15,103,81,255
15,103,81,255
15,103,81,255
14,103,80,255
15,104,81,255
14,105,82,255
14,105,82,255
14,105,82,255
15,106,83,255
15,106,83,255
15,106,83,255
14,105,82,255
14,105,82,255
14,105,82,255
14,105,82,255
14,105,82,255
15,106,83,255
14,106,83,255
13,107,83,255
13,107,83,255
13,107,83,255
13,107,82,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,81,255
13,107,80,255
12,107,79,255
11,107,79,255
11,107,79,255
11,107,79,255
11,107,79,255
11,107,79,255
11,107,79,255
11,107,79,255
12,108,80,255
13,109,80,255
13,109,80,255
13,109,80,255
13,109,80,255
13,109,80,255
13,109,79,255
13,109,78,255
13,109,78,255
13,109,78,255
13,109,78,255
13,109,78,255
13,109,78,255
13,109,78,255
13,109,78,255
14,109,78,255
14,108,78,255
16,109,79,255
16,110,79,255
16,109,79,255
17,110,80,255
19,110,80,255
21,109,80,255
22,109,80,255
23,110,81,255
24,110,81,255
25,110,80,255
26,110,79,255
26,109,79,255
28,110,79,255
29,110,80,255
30,110,80,255
31,110,79,255
32,110,78,255
35,110,79,255
36,110,79,255
36,110,79,255
36,110,79,255
38,109,79,255
40,109,79,255
42,109,80,255
43,109,80,255
44,109,80,255
44,109,79,255
46,110,79,255
47,110,80,255
49,109,79,255
51,109,80,255
53,110,80,255
54,110,79,255
55,109,79,255
55,109,79,255
56,109,79,255
56,109,79,255
57,110,80,255
58,110,80,255
59,110,80,255
61,110,81,255
62,110,81,255
63,110,81,255
65,111,82,255
66,111,81,255
66,111,80,255
68,110,80,255
70,110,80,255
71,109,80,255
72,110,81,255
74,110,81,255
76,109,80,255
77,109,79,255
77,109,79,255
78,110,80,255
79,110,80,255
80,110,80,255
81,110,79,255
82,109,78,255
82,109,78,255
84,110,79,255
85,110,79,255
86,110,79,255
87,109,78,255
89,110,78,255
91,110,78,255
92,110,78,255
93,109,78,255
94,109,78,255
95,109,79,255
96,110,80,255
97,110,79,255
98,109,79,255
100,109,80,255
102,110,81,255
103,110,80,255
104,110,80,255
105,110,80,255
106,110,80,255
107,110,80,255
108,110,80,255
109,109,80,255
110,109,79,255
111,110,79,255
113,110,79,255
113,110,79,255
114,110,79,255
114,110,79,255
115,110,79,255
118,110,80,255
119,110,80,255
121,109,80,255
123,109,80,255
124,110,80,255
125,109,79,255
126,109,79,255
128,110,80,255
129,110,80,255
131,111,81,255
132,111,80,255
133,111,79,255
133,110,79,255
134,110,79,255
135,110,79,255
136,110,79,255
137,109,78,255
140,109,78,255
142,110,78,255
142,109,78,255
143,109,78,255
143,110,79,255
144,110,79,255
145,110,80,255
147,111,81,255
148,110,80,255
147,109,80,255
148,111,82,255
148,112,84,255
149,113,85,255
153,116,88,255
155,119,91,255
157,121,95,255
159,123,97,255
162,126,100,255
164,127,102,255
167,130,106,255
168,132,108,255
170,135,111,255
172,138,114,255
173,140,117,255
174,143,121,255
176,145,124,255
177,147,127,255
179,149,129,255
182,152,131,255
184,155,135,255
185,158,137,255
188,160,139,255
190,162,141,255
190,165,145,255
191,167,150,255
194,170,153,255
196,173,155,255
198,175,158,255
201,177,162,255
201,179,164,255
202,182,168,255
203,184,171,255
203,186,173,255
206,189,177,255
209,192,180,255
210,194,182,255
212,196,186,255
215,200,190,255
217,202,192,255
219,204,194,255
220,206,197,255
